Budget%,N_queried,AL_ADE,Rand_ADE,AL_imp_per_label,Rand_imp_per_label,AL_advantage%
5.0,258,0.3449910737807652,0.3507508499873658,0.09345173453140339,0.07112702055233144,31.387106904958333
10.0,516,0.32620198355163027,0.3314502281785565,0.08313883282604073,0.07296781610719143,13.939044994724597
15.0,775,0.32620198355163027,0.31284791328468514,0.05535437127514454,0.072585429684106,-23.73900448609528
20.0,1033,0.32620198355163027,0.2935303674935833,0.041529174964411435,0.07315707047074926,-43.23286225489819
25.0,1292,0.32620198355163027,0.2756671010049481,0.03320405397696363,0.07231774015860616,-54.08588002868866
30.0,1550,0.32620198355163027,0.2576461253289837,0.02767718563757227,0.07190677158766684,-61.50962555198439
