Budget%,N_queried,ADE,ADE_reduction%
0.0,0,0.3691016212898673,0.0
5.0,258,0.3449910737807652,6.532224763696524
10.0,516,0.32620198355163027,11.622717231184028
15.0,775,0.32620198355163027,11.622717231184028
20.0,1033,0.32620198355163027,11.622717231184028
25.0,1292,0.32620198355163027,11.622717231184028
30.0,1550,0.32620198355163027,11.622717231184028
