Cycle,Budget%,N_annotated,ADE_clean,ADE_drifted,Update_s
0,0.0,0,0.5475684083998203,0.9884996712207794,0.0
1,5.0,21,0.5657905234023929,1.0067126091569663,0.2631232738494873
2,10.0,42,0.5608633488416672,1.0025711756199598,0.27467870712280273
3,20.0,84,0.5627353092655539,0.9829887460917235,0.30077528953552246
