Condition,ADE,FDE,ΔADE%,Latency_ms
Original — Clean,0.47383744150400164,0.6895931461453437,0.0,1016.1123704910277
Original — Drifted,0.5636630600690842,0.715972204208374,18.957053769319735,1029.5814752578735
Adapted  — Drifted,0.5836012333631515,0.7340032118558883,23.164862512922145,1048.8760614395142
Adapted  — Clean (forgetting),0.4761124257743359,0.6764002579450608,0.4801191444714109,1048.8760614395142
